SpecCode,Species,Habitat,DNW,SST,SSTrange,Productivity,GBIF,Range,TP,Length,Richness,Anthozoa,Cnidaria_other,Polychaeta,Clitellata,Annelida_other,Polyplacophora,Bivalvia,Gastropoda,Cephalopoda,Mollusca_other,Brachiopoda,Ostracoda,Maxillopoda,Malacostraca,Insecta,Arthropoda_other,Ophiuroidea,Echinoidea,Holothuroidea,Echinodermata_other,Actinopterygii,Chondrichthyes,Amphibia,Reptilia,Aves,Mammalia,Chordata_other,Animalia_other,Plantae
4705,Platycephalus richardsoni,demersal,-0.27,-0.77,-0.04,-0.34,2.98,-0.52,0.72,0.70,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4706,Plotosus lineatus,reef-associated,1.02,0.70,-0.65,-0.13,0.95,0.86,-0.62,0.00,0.95,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
4709,Sillago ciliata,demersal,0.37,0.33,-0.12,-0.75,0.37,-0.74,-0.16,0.46,0.93,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4722,Callorhinchus milii,demersal,-0.92,-0.95,0.02,-0.29,1.31,-0.52,0.25,1.35,-0.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,Scopelopsis multipunctatus,bathypelagic,0.81,-0.30,0.05,-1.23,0.10,1.82,-0.78,-1.37,-1.07,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4761,Lagocephalus sceleratus,reef-associated,1.02,0.64,-0.43,-0.29,0.99,0.75,0.47,1.23,0.91,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1
4808,Nuchequula blochii,demersal,0.81,0.81,-0.87,1.22,-0.93,0.25,-0.97,-1.16,0.64,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
4809,Nuchequula gerreoides,demersal,0.37,0.71,-0.64,0.02,0.19,0.75,-1.22,-0.94,0.97,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
4810,Leiognathus brevirostris,demersal,-0.49,0.73,-0.60,0.45,-1.27,0.75,-0.85,-0.86,0.85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4814,Aristostomias lunifer,bathypelagic,-0.70,0.28,-0.19,-1.19,-0.89,2.18,1.28,-0.63,-0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4819,Chelon subviridis,demersal,-0.27,0.73,-0.69,0.08,0.19,0.85,-1.22,0.22,0.88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4821,Upeneus vittatus,reef-associated,0.81,0.71,-0.67,-0.20,0.12,0.87,0.72,-0.14,0.92,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
4824,Otolithes ruber,benthopelagic,-0.92,0.74,-0.66,0.61,0.54,0.67,0.25,1.03,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,Plectropomus leopardus,reef-associated,0.16,0.73,-0.70,-0.53,1.35,0.63,1.64,1.31,1.02,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4827,Sphyraena jello,reef-associated,-0.06,0.73,-0.70,-0.10,0.41,0.94,1.44,1.54,0.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4829,Terapon theraps,reef-associated,0.59,0.74,-0.73,0.07,1.10,0.70,0.06,-0.07,0.95,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4834,Aphanius fasciatus,demersal,-0.92,-0.53,2.04,-0.75,0.36,-0.53,-1.36,-1.67,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4836,Ostorhinchus nigrofasciatus,reef-associated,0.16,0.73,-0.80,-0.69,0.75,0.63,0.15,-1.16,1.01,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4840,Paracheilinus octotaenia,reef-associated,-1.13,0.61,0.82,-0.12,-1.30,-1.60,-0.09,-1.27,-1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4841,Paracheilinus lineopunctatus,reef-associated,-1.13,0.83,-0.98,-0.37,-1.53,-1.11,-0.09,-1.52,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4842,Paracheilinus mccoskeri,reef-associated,-1.13,0.77,-0.70,0.17,-1.29,0.79,-0.09,-1.39,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4843,Paracheilinus carpenteri,reef-associated,-1.13,0.78,-0.76,-0.36,-0.78,-0.36,-0.09,-1.39,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4844,Paracheilinus filamentosus,reef-associated,-1.13,0.80,-0.91,-0.33,-1.05,0.41,-0.09,-0.76,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4845,Paracheilinus angulatus,reef-associated,-1.13,0.84,-1.10,-0.11,-2.12,-0.23,-0.09,-1.45,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4856,Halichoeres melasmapomus,reef-associated,-1.13,0.75,-0.89,-0.89,-1.04,0.37,0.08,-0.29,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4859,Halichoeres chloropterus,reef-associated,-0.49,0.81,-0.92,-0.27,-0.02,0.54,-0.14,-0.52,1.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4863,Labropsis alleni,reef-associated,-1.13,0.83,-1.06,-0.42,-1.45,0.08,-0.19,-1.16,1.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,Labropsis xanthonota,reef-associated,-1.13,0.73,-0.83,-0.99,-0.65,0.36,-0.93,-0.90,0.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866,Labropsis manabei,reef-associated,-1.13,0.72,-0.64,-0.47,-0.80,0.41,-0.19,-1.16,1.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868,Labropsis australis,reef-associated,-0.49,0.60,-0.62,-1.14,-0.32,-0.36,0.70,-1.11,0.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4870,Wetmorella nigropinnata,reef-associated,-1.13,0.73,-0.79,-0.68,0.26,0.56,0.08,-1.39,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4873,Platycephalus bassensis,demersal,-0.49,-0.78,-0.09,-0.35,0.27,-0.56,1.47,0.36,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4886,Plectropomus maculatus,reef-associated,-0.27,0.75,-0.65,-0.23,0.79,0.16,1.13,1.35,1.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4887,Spicara maena,pelagic-neritic,-0.27,-0.51,1.72,-0.68,0.78,-0.20,0.08,-0.25,-0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4888,Anampses caeruleopunctatus,reef-associated,-0.06,0.67,-0.65,-0.62,0.41,0.67,-0.14,0.27,0.99,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4889,Anampses meleagrides,reef-associated,-1.13,0.71,-0.70,-0.56,-0.02,0.71,0.08,-0.38,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4890,Anampses neoguinaicus,reef-associated,-1.13,0.68,-0.66,-0.79,0.52,0.23,0.08,-0.47,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4893,Anampses twistii,reef-associated,-1.13,0.70,-0.75,-0.76,0.07,0.58,0.08,-0.58,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4902,Gobius auratus,demersal,-0.27,-0.55,1.96,-0.83,-0.77,-0.71,-0.85,-1.16,-0.88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4905,Gymnothorax undulatus,reef-associated,1.02,0.71,-0.67,-0.39,0.53,0.89,1.49,1.54,0.90,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4906,Sargocentron punctatissimum,reef-associated,0.81,0.70,-0.73,-0.77,0.53,0.61,0.08,-0.33,0.98,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4908,Sargocentron tiere,reef-associated,0.37,0.70,-0.77,-1.02,0.07,0.41,1.25,0.03,0.97,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4911,Neoniphon sammara,reef-associated,1.24,0.69,-0.71,-0.70,0.89,0.65,-0.14,0.00,1.01,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
4913,Pterois radiata,reef-associated,-0.92,0.72,-0.73,-0.52,0.18,0.73,0.20,-0.29,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4916,Anampses cuvier,reef-associated,1.02,0.36,-0.82,-1.44,-0.59,-2.11,-0.31,-0.04,0.62,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
4917,Anampses lennardi,reef-associated,-1.13,0.56,0.16,0.17,-0.25,-1.89,0.08,-0.14,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4918,Anampses elegans,reef-associated,-1.13,0.38,0.08,-0.86,0.17,0.21,0.08,-0.10,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4919,Anampses chrysocephalus,reef-associated,-1.13,0.32,-0.50,-1.44,-1.45,-1.61,0.08,-0.63,0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4922,Anyperodon leucogrammicus,reef-associated,-0.27,0.75,-0.77,-0.37,0.11,0.84,0.84,0.70,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4923,Epinephelus merra,reef-associated,0.81,0.71,-0.73,-0.60,1.03,0.65,1.59,0.00,1.04,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4926,Sphaeramia orbicularis,reef-associated,-0.49,0.77,-0.86,-0.41,-0.11,0.58,0.32,-1.16,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
4928,Carlarius heudelotii,demersal,-0.49,0.62,-0.38,2.19,0.36,-0.96,0.54,0.95,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
4929,Arius latiscutatus,demersal,-0.27,0.56,-0.04,2.84,0.05,-0.87,-0.19,0.97,-0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
4931,Balistes punctatus,demersal,-0.27,0.55,-0.09,2.09,-0.64,-0.70,-0.16,0.62,-0.28,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4933,Batrachoides liberiensis,demersal,-0.49,0.63,-0.45,2.10,0.43,-1.00,0.37,0.36,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4934,Bembrops heterurus,demersal,0.81,0.37,-0.08,1.49,0.44,-0.50,0.92,-0.14,-0.25,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4938,Ephippus goreensis,demersal,-1.13,0.60,-0.24,2.26,0.32,-0.86,-0.01,-0.07,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4943,Citharus linguatula,demersal,-0.27,-0.15,0.83,0.49,0.70,-0.11,0.89,-0.07,-0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4950,Cynoglossus monodi,demersal,-1.13,0.64,-0.47,1.98,0.30,-1.01,0.25,0.22,-0.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952,Cynoponticus ferox,demersal,-0.06,0.60,-0.23,2.20,0.33,-0.85,0.25,1.82,-0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4956,Dibranchus atlanticus,bathydemersal,1.88,0.05,-0.04,0.07,0.87,0.37,-0.06,0.20,-0.14,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
4958,Diretmus argenteus,bathypelagic,-1.13,-0.04,0.00,-1.06,0.91,2.55,-0.09,-0.15,-0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4959,Elops lacerta,pelagic-neritic,0.16,0.59,-0.22,2.29,0.83,-0.88,1.35,1.13,-0.27,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4960,Ephippion guttifer,demersal,-0.27,0.59,-0.21,2.29,0.49,-0.86,0.17,0.91,-0.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
4966,Pseudorhombus megalops,bathydemersal,-0.92,0.77,-0.81,-0.39,-1.57,-0.05,0.08,-0.38,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4969,Scarus rivulatus,reef-associated,-0.92,0.73,-0.75,-0.59,1.21,0.65,-1.27,0.22,1.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4974,Scarus spinus,reef-associated,-1.13,0.72,-0.74,-0.77,1.01,0.40,-2.49,-0.07,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4975,Scarus schlegeli,reef-associated,-0.70,0.68,-0.64,-0.80,1.24,0.40,-1.21,0.22,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4976,Chlorurus bleekeri,reef-associated,-1.13,0.77,-0.88,-0.71,0.30,0.31,-2.49,0.42,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4978,Chlorurus japanensis,reef-associated,-1.13,0.74,-0.84,-0.75,-0.15,0.49,-2.49,-0.04,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4979,Chlorurus gibbus,reef-associated,-1.13,0.69,-0.58,-0.47,-0.70,0.68,-2.49,0.78,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4981,Scarus longipinnis,reef-associated,-1.13,0.40,-0.27,-1.07,-0.33,-0.49,-2.49,0.22,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4982,Chromis atripes,reef-associated,-0.92,0.74,-0.81,-0.70,0.84,0.40,-1.39,-1.27,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4983,Chromis elerae,reef-associated,-0.92,0.79,-0.90,-0.60,-0.66,0.44,-1.34,-1.52,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4989,Malacocephalus laevis,bathydemersal,0.37,0.31,-0.18,0.11,1.27,0.53,0.58,0.62,0.20,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4990,Malacocephalus occidentalis,bathydemersal,0.59,0.50,-0.38,-0.08,0.69,0.07,-0.50,0.34,0.06,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4996,Mustelus mustelus,demersal,1.45,-0.65,0.89,1.11,1.03,0.21,0.53,1.82,-0.51,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
4997,Nezumia aequalis,benthopelagic,1.45,0.16,-0.09,-0.18,0.75,0.39,-0.42,0.11,-0.12,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
4998,Paragaleus pectoralis,demersal,-0.06,0.59,-0.20,2.37,0.32,-0.89,1.49,1.47,-0.26,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5003,Pomadasys incisus,demersal,-0.49,0.33,-0.14,1.77,0.68,-0.62,0.59,0.44,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
5004,Pomadasys rogerii,benthopelagic,-0.92,0.61,-0.32,2.12,0.31,-0.90,0.17,0.62,-0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,Promethichthys prometheus,benthopelagic,-0.06,0.50,-0.24,-0.36,0.39,0.81,1.25,1.13,0.50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5009,Pseudotolithus senegallus,demersal,1.02,0.61,-0.32,2.09,0.53,-0.86,0.75,1.96,-0.26,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
5012,Dipturus doutrei,bathydemersal,-0.49,0.55,-0.09,1.90,0.30,-1.01,0.65,1.13,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5015,Raja straeleni,demersal,0.59,0.14,-0.04,2.99,1.64,-0.66,0.87,0.78,-0.35,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5016,Rhinobatos rhinobatos,demersal,-0.06,0.56,-0.09,2.01,0.38,-0.82,0.92,1.52,-0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5029,Setarches guentheri,benthopelagic,-0.92,0.53,-0.23,-0.21,0.75,0.74,-0.01,-0.25,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,Trigla lyra,bathydemersal,0.16,-0.29,0.91,0.42,0.57,-0.04,0.10,0.62,-0.42,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
5040,Uranoscopus cadenati,demersal,-0.49,0.58,-0.11,2.34,0.30,-0.86,0.99,0.44,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
5043,Zanobatus schoenleinii,demersal,-0.92,0.55,-0.11,1.88,0.33,-0.80,0.17,1.13,-0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5045,Bathygadus melanobranchus,bathydemersal,0.81,0.19,-0.28,0.66,0.04,-0.20,-0.26,0.44,-0.17,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5048,Arripis trutta,pelagic-neritic,0.81,-0.82,0.03,-0.20,2.15,-0.57,0.42,1.02,-0.61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5049,Cubiceps pauciradiatus,bathypelagic,1.02,0.55,-0.63,-1.11,0.59,2.48,0.34,-0.47,-0.73,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5051,Halosaurus ovenii,bathydemersal,0.16,0.34,-0.29,0.09,0.44,0.17,0.10,0.62,-0.13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5052,Gonostoma atlanticum,bathypelagic,-0.70,0.56,-0.65,-1.12,0.61,2.42,-0.73,-1.58,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,Harriotta raleighana,bathydemersal,-0.70,-1.31,0.11,-0.39,2.00,0.27,0.17,1.31,-0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5056,Schedophilus maculatus,pelagic-oceanic,0.16,-0.31,-0.14,-1.03,-0.97,2.00,-0.23,-0.07,-0.96,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
5057,Polymetme corythaeola,benthopelagic,-0.92,0.29,-0.04,-0.19,0.60,0.74,1.62,-0.21,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5062,Torpedo fuscomaculata,reef-associated,-0.70,0.37,-0.33,0.45,0.22,-0.29,1.80,0.69,0.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5064,Xenodermichthys copei,bathypelagic,1.02,-0.31,0.02,-0.85,0.49,2.48,-0.45,-0.04,-0.94,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5066,Pagrus auriga,benthopelagic,-0.27,-0.03,0.57,0.85,0.36,-0.29,0.66,0.91,-0.34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5067,Pagrus africanus,benthopelagic,-0.49,0.62,-0.39,1.81,0.29,-0.97,1.09,0.85,-0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5071,Alepocephalus rostratus,bathydemersal,0.81,-0.77,0.19,-0.20,-0.43,-0.03,0.18,0.44,-0.66,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5081,Trigloporus lastoviza,demersal,-0.49,-0.42,0.82,0.71,-1.65,0.08,-0.19,0.22,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5089,Photostomias guernei,bathypelagic,-0.92,0.14,-0.25,-1.01,0.69,1.91,0.06,-0.69,-0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,Lophius budegassa,bathydemersal,1.02,-1.12,0.76,-0.02,0.19,0.00,1.33,1.13,-0.79,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5097,Argyropelecus olfersii,bathypelagic,1.02,-0.91,0.20,-0.93,0.15,1.97,-0.16,-1.27,-1.24,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5098,Borostomias antarcticus,bathydemersal,1.02,-0.90,-0.03,-0.48,0.03,0.78,0.25,-0.07,-0.71,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5101,Ectreposebastes imus,bathypelagic,-0.92,0.27,-0.26,-1.17,-0.38,2.46,-0.61,-0.58,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,Lophiodes kempi,demersal,-0.70,0.61,-0.34,1.82,0.32,-0.94,1.80,0.22,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5106,Cirrhilabrus cyanopleura,reef-associated,-1.13,0.80,-0.89,-0.39,0.18,0.28,-0.09,-0.76,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5108,Diproctacanthus xanthurus,reef-associated,-1.13,0.81,-0.95,-0.40,-0.18,0.52,-0.19,-1.16,1.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,Labrichthys unilineatus,reef-associated,-0.92,0.72,-0.77,-0.68,0.62,0.56,-0.19,-0.61,1.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,Dascyllus aruanus,reef-associated,1.02,0.72,-0.77,-0.66,1.21,0.63,-0.18,-1.16,1.03,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
5111,Dascyllus melanurus,reef-associated,-0.27,0.75,-0.79,-0.69,-0.14,0.55,-0.83,-1.39,1.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5112,Dascyllus trimaculatus,reef-associated,-0.70,0.71,-0.72,-0.49,1.15,0.80,-1.12,-0.83,1.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
